"probability_of_success_mixmod","CI_lb_mixmod","CI_ub_mixmod","probability_of_success_binom","CI_lb_binom","CI_ub_binom","trial_number","reward_type","trial_type"
0.492391304347826,0.476645800596779,0.508151916914911,0.492391304347826,0.47658824310941,0.508205044716454,9200,"erotic","pure"
0.492043010752688,0.476382923888156,0.507718728026421,0.492043010752688,0.476325769156115,0.507771299990736,9300,"erotic","pure"
0.492340425531919,0.476763318679643,0.507932418623391,0.492340425531915,0.47670687079462,0.507984501605368,9400,"erotic","pure"
0.49221052631579,0.476715909388139,0.507720122313359,0.492210526315789,0.476659828540126,0.507771810999613,9500,"erotic","pure"
0.491875000000001,0.476462222890795,0.507303237671008,0.491875,0.476406100186672,0.507354827480415,9600,"erotic","pure"
0.491958762886601,0.476624482555885,0.507308188616651,0.491958762886598,0.476569906222626,0.507358322839399,9700,"erotic","pure"
0.491632653061224,0.476377613239744,0.50690329091907,0.491632653061225,0.476323084226501,0.506953245377103,9800,"erotic","pure"
0.491717171717172,0.476538851346159,0.506910777333215,0.491717171717172,0.476485211301645,0.506959933819509,9900,"erotic","pure"
0.491899999999999,0.476797324510965,0.50701747413983,0.4919,0.476744367876377,0.507066089537875,10000,"erotic","pure"
0.492178217821786,0.477150041999699,0.507220542561759,0.492178217821782,0.477097671974496,0.507268761710468,10100,"erotic","pure"
0.492254901960784,0.477300358631237,0.507223318282323,0.492254901960784,0.477248558450868,0.507271048239561,10200,"erotic","pure"
0.492815533980583,0.477933778177876,0.507710032270641,0.492815533980583,0.477881791072614,0.50775828162078,10300,"erotic","pure"
0.492596153846157,0.477785517322808,0.507419797194333,0.492596153846154,0.477734787850408,0.507466710132791,10400,"erotic","pure"
0.49342857142857,0.478687414439237,0.508181163115841,0.493428571428571,0.478637460160393,0.508227761879608,10500,"erotic","pure"
0.492358490566037,0.477688552721165,0.507041599354242,0.492358490566038,0.477638583223923,0.507087703889592,10600,"erotic","pure"
0.493084112149534,0.478481289923106,0.507698744262115,0.493084112149533,0.47843256964488,0.507743998091636,10700,"erotic","pure"
0.493888888888892,0.479353394649988,0.508434721292112,0.493888888888889,0.479304713733446,0.50848036818851,10800,"erotic","pure"
0.49422018348624,0.47975147577996,0.508698578704346,0.494220183486239,0.479702915723926,0.508744295920802,10900,"erotic","pure"
0.494545454545454,0.480141379542718,0.508958589879494,0.494545454545455,0.480094190504912,0.509003119224164,11000,"erotic","pure"
0.494864864864871,0.480525793343131,0.509212388896095,0.494864864864865,0.48047872086061,0.509256980303826,11100,"erotic","pure"
0.494464285714286,0.48019027761221,0.508747323726373,0.494464285714286,0.4801430202911,0.508791930803622,11200,"erotic","pure"
0.494601769911507,0.480390231931718,0.50882203641549,0.494601769911504,0.48034404663129,0.508865659253158,11300,"erotic","pure"
0.494035087719299,0.479886015853852,0.508193720624767,0.494035087719298,0.47984069104021,0.508236237866029,11400,"erotic","pure"
0.493130434782608,0.479044846493225,0.507226937163326,0.493130434782609,0.478998870514511,0.507269709005778,11500,"erotic","pure"
0.493103448275866,0.479078700042692,0.507139059039482,0.493103448275862,0.479033096592456,0.507181473350036,11600,"erotic","pure"
0.494017094017095,0.480050977095932,0.50799255436421,0.494017094017094,0.480006309347254,0.508034478513687,11700,"erotic","pure"
0.494491525423729,0.480584409289716,0.508407170879301,0.494491525423729,0.480539964516359,0.508449111213602,11800,"erotic","pure"
0.494285714285713,0.480437272780437,0.508142929546549,0.494285714285714,0.480393212339525,0.508184413601006,11900,"erotic","pure"
0.494583333333338,0.480792350711329,0.508382563470815,0.494583333333333,0.480748723474543,0.50842376873538,12000,"erotic","pure"
0.494710743801659,0.480976473260505,0.508453001585531,0.494710743801653,0.480933450439718,0.508493678579014,12100,"erotic","pure"
0.495245901639343,0.481567324952211,0.508931598740512,0.495245901639344,0.481524892325241,0.508971939940601,12200,"erotic","pure"
0.495447154471558,0.481824654485567,0.509076417437502,0.495447154471545,0.481782011571377,0.509117074241836,12300,"erotic","pure"
0.495403225806452,0.481835274940783,0.508977950359582,0.495403225806452,0.481793460722678,0.50901777488431,12400,"erotic","pure"
0.495360000000002,0.481846717996564,0.508880064427988,0.49536,0.481804945426793,0.508919844851113,12500,"erotic","pure"
0.495793650793656,0.482333516850646,0.509259884620747,0.495793650793651,0.482292294897804,0.509299314743834,12600,"erotic","pure"
0.495984251968505,0.482577262259109,0.509397019100259,0.495984251968504,0.482536143151146,0.509436441186976,12700,"erotic","pure"
0.496093750000002,0.482738671495891,0.509454404863047,0.49609375,0.482698321938132,0.509493116136943,12800,"erotic","pure"
0.496976744186056,0.483673570498603,0.510284199719542,0.496976744186047,0.483632855760619,0.510323656828582,12900,"erotic","pure"
0.49707692307693,0.483824079430646,0.51033387536087,0.497076923076923,0.483784513574535,0.510372234052832,13000,"erotic","pure"
0.49671755725191,0.483515591109566,0.509924102004613,0.496717557251908,0.483476336307801,0.50996201146324,13100,"erotic","pure"
0.497045454931275,0.483893565699171,0.510201434010623,0.497045454545455,0.483854389704366,0.510239407581773,13200,"erotic","pure"
0.496541353383459,0.483439122358813,0.50964833628241,0.496541353383459,0.483400419402438,0.509685642874188,13300,"erotic","pure"
0.496641791044775,0.483588846300192,0.509699314957846,0.496641791044776,0.483550030961043,0.50973678483847,13400,"erotic","pure"
0.49637037037037,0.483365879726952,0.509379773777908,0.49637037037037,0.483327480976809,0.509416728896996,13500,"erotic","pure"
0.497205882576898,0.484248492504649,0.510167026777168,0.497205882352941,0.484210609235758,0.510203806364955,13600,"erotic","pure"
0.497080292330405,0.484170249675444,0.509994229295244,0.497080291970803,0.484132722723089,0.510030611011244,13700,"erotic","pure"
0.496956522111329,0.484093875223176,0.509823198701767,0.49695652173913,0.484056135685688,0.509859753345458,13800,"erotic","pure"
0.497266187370983,0.484449136892476,0.510086831779915,0.49726618705036,0.484412207291973,0.510122704413801,13900,"erotic","pure"
0.497642857365776,0.484872308250512,0.510416482643342,0.497642857142857,0.484834751060963,0.510453135537994,14000,"erotic","pure"
0.498226950507449,0.485500825919931,0.51095537276178,0.49822695035461,0.485464121314663,0.510991401805867,14100,"erotic","pure"
0.498098591747523,0.485417351492443,0.510782278692266,0.498098591549296,0.485380957275355,0.510817953414191,14200,"erotic","pure"
0.498741258841274,0.486103952062449,0.511380174018009,0.498741258741259,0.486067932421725,0.51141572072251,14300,"erotic","pure"
0.498819444554255,0.486225646901814,0.511414740317299,0.498819444444444,0.486190263117998,0.511449683482477,14400,"erotic","pure"
0.499034482835512,0.486483776142411,0.511586406359067,0.499034482758621,0.48644892073009,0.51162090386036,14500,"erotic","pure"
0.498698630257235,0.486191512316426,0.511207376986485,0.498698630136986,0.486156512118637,0.511241898110499,14600,"erotic","pure"
0.498503401518222,0.486039148921185,0.510969514473051,0.498503401360544,0.486004215143545,0.511003901034828,14700,"erotic","pure"
0.499459459482775,0.487036904942234,0.511882681389047,0.499459459459459,0.487002204585052,0.511917185516705,14800,"erotic","pure"
0.498859060488576,0.486478202771319,0.511241317488374,0.498859060402685,0.486444061695927,0.511275046966971,14900,"erotic","pure"
0.49853333343573,0.486194689610927,0.510873763842106,0.498533333333333,0.486160044069276,0.510907883998366,15000,"erotic","pure"
0.49887417226052,0.486575721607004,0.511173985340429,0.49887417218543,0.486541849000804,0.51120745721073,15100,"erotic","pure"
0.498750000077815,0.486492796045848,0.511008706693762,0.49875,0.48645846401631,0.511042596872082,15200,"erotic","pure"
0.498954248426031,0.486736618126309,0.511173127657673,0.498954248366013,0.486702941219128,0.511206437242858,15300,"erotic","pure"
0.498571428716691,0.486393701779638,0.510750850726558,0.498571428571429,0.486360237847681,0.510783815966736,15400,"erotic","pure"
0.498774193679695,0.486635625303465,0.510914207166542,0.498774193548387,0.48660244966854,0.510946957613925,15500,"erotic","pure"
0.498525641196599,0.486426948179879,0.510626060988688,0.498525641025641,0.486393179645292,0.51065932157244,15600,"erotic","pure"
0.498471337751999,0.486411079737608,0.510533374794636,0.498471337579618,0.48637768993318,0.510566241231962,15700,"erotic","pure"
0.498481012658227,0.486458452735914,0.510505329312511,0.498481012658228,0.48642577835894,0.510537487101855,15800,"erotic","pure"
0.498867924635795,0.486883198122717,0.510853952129863,0.498867924528302,0.486850563220265,0.510886204272309,15900,"erotic","pure"
0.499250000056346,0.487302869089589,0.511197987489989,0.49925,0.487270165265003,0.511230439389667,16000,"erotic","pure"
0.499316770230069,0.487405914874539,0.51122840106766,0.499316770186335,0.487374252950801,0.511259834819116,16100,"erotic","pure"
0.499629629649452,0.487755717569658,0.51150395949167,0.49962962962963,0.487723979892662,0.511535574269115,16200,"erotic","pure"
0.499631901862014,0.487794277157579,0.511469939231906,0.499631901840491,0.487762910348173,0.511501184625055,16300,"erotic","pure"
0.49963414636399,0.487832488920569,0.511436211467885,0.499634146341463,0.487801476838947,0.511467103591837,16400,"erotic","pure"
0.499636363660509,0.487870564793691,0.511402565258457,0.499636363636364,0.487839684976379,0.511433326564107,16500,"erotic","pure"
0.499156626590921,0.487426709087505,0.510887472494941,0.499156626506024,0.487395813395463,0.510918094934201,16600,"erotic","pure"
0.499041916261764,0.487346781154814,0.510738099810855,0.499041916167665,0.487316495339413,0.510768076980715,16700,"erotic","pure"
0.498750000155144,0.487090999083903,0.510410360716275,0.49875,0.487059732666703,0.51044122702624,16800,"erotic","pure"
0.498639053416162,0.487014310070566,0.510265268247306,0.498639053254438,0.486983548918153,0.5102955962709,16900,"erotic","pure"
0.498235294117651,0.486644389098572,0.509828096163665,0.498235294117647,0.486614378692761,0.509857548438129,17000,"erotic","pure"
0.498011695906433,0.486454791863395,0.50957072486916,0.498011695906433,0.486424987048166,0.509599904469963,17100,"erotic","pure"
0.498255813953489,0.486732451300929,0.509781029780807,0.498255813953488,0.486702796624516,0.509810139197481,17200,"erotic","pure"
0.498670520231215,0.487180372508731,0.510162072315772,0.498670520231214,0.487150829756831,0.510191201872463,17300,"erotic","pure"
0.498390804597703,0.486933799150539,0.509849500133841,0.498390804597701,0.486904458646741,0.509878343346106,17400,"erotic","pure"
0.498628571428574,0.487204328663801,0.51005424630122,0.498628571428571,0.487175057492916,0.510083096101676,17500,"erotic","pure"
0.498693181818183,0.48730157495899,0.510086145521081,0.498693181818182,0.487272295159152,0.510115026116147,17600,"erotic","pure"
0.498700564971751,0.487341041749871,0.510061429781077,0.498700564971751,0.487312052726008,0.510090024057745,17700,"erotic","pure"
0.499325842696629,0.487999691378146,0.510652685915015,0.499325842696629,0.487969179934817,0.5106829939227,17800,"erotic","pure"
0.500167597736543,0.488871358353691,0.511463666031461,0.500167597765363,0.488842457676606,0.511492617099734,17900,"erotic","pure"
0.499944444444444,0.488679162520745,0.511209782771349,0.499944444444444,0.488650954978138,0.511237973715869,18000,"erotic","pure"
0.499834254143646,0.48860082049189,0.511067855121712,0.499834254143646,0.488572112926475,0.511096513459289,18100,"erotic","pure"
0.49989010989011,0.488686555734086,0.51109377439415,0.49989010989011,0.488658998025759,0.511121299623292,18200,"erotic","pure"
0.499562841530053,0.488390423088702,0.510735696528018,0.499562841530055,0.488362643386492,0.510763347751515,18300,"erotic","pure"
0.499456521739132,0.488315004438895,0.51059857877662,0.49945652173913,0.488286905223109,0.510626519174835,18400,"erotic","pure"
0.499405405405407,0.488293475536266,0.510517922646896,0.499405405405405,0.488266101532757,0.510545123768613,18500,"erotic","pure"
0.499569892473119,0.488488012611113,0.510652194916924,0.499569892473118,0.488460576321164,0.510679506837607,18600,"erotic","pure"
0.499999999991956,0.488947725363867,0.511052274620053,0.5,0.488920338574184,0.511079661425816,18700,"erotic","pure"
0.500585106342631,0.489563389770743,0.511606254321582,0.500585106382979,0.489534821294707,0.511634990113521,18800,"erotic","pure"
0.500476190429005,0.489482462481077,0.51146945796897,0.500476190476191,0.489455275216432,0.511496780820762,18900,"erotic","pure"
0.500263157870263,0.489299151474785,0.511226911199038,0.500263157894737,0.489271414290583,0.511254722886985,19000,"erotic","pure"
0.500157068046549,0.489220960093078,0.511093025721302,0.500157068062827,0.489194232581455,0.511119797497138,19100,"erotic","pure"
0.499947916664331,0.489040134318538,0.510855748585233,0.499947916666667,0.489013797877678,0.510882070437138,19200,"erotic","pure"
0.499637305722722,0.488758158660599,0.510516796211755,0.499637305699482,0.488731716825284,0.510543136911199,19300,"erotic","pure"
0.499432989736641,0.488581812513846,0.510284701101224,0.499432989690722,0.488555675303662,0.510310680975109,19400,"erotic","pure"
0.499641025664878,0.488819609313524,0.510462778322778,0.499641025641026,0.488791622894284,0.510490665776046,19500,"erotic","pure"
0.499693877569875,0.488898180085646,0.51048986048317,0.49969387755102,0.488872226898655,0.510515729606512,19600,"erotic","pure"
0.499340101581417,0.488571905806111,0.510108909535693,0.499340101522843,0.488546132353775,0.510134502643096,19700,"erotic","pure"
0.499545454578632,0.488804373361602,0.510286955342641,0.499545454545455,0.488778762014364,0.510312443104411,19800,"erotic","pure"
0.499396984975198,0.488683973305168,0.51011055033226,0.499396984924623,0.488657485963988,0.510136874629223,19900,"erotic","pure"
0.49920000007273,0.488512926439205,0.509887804724734,0.4992,0.488487508218947,0.509913007572244,20000,"erotic","pure"
0.499054726368158,0.488394032331851,0.509716279922622,0.499054726368159,0.488369022493947,0.50974103666051,20100,"erotic","pure"
0.499207920792079,0.488573878990109,0.509842679208699,0.499207920792079,0.488548698986944,0.509867648217778,20200,"erotic","pure"
0.49945812807882,0.488850646629941,0.510066097316333,0.499458128078818,0.488825160032888,0.510091440320023,20300,"erotic","pure"
0.499166666666666,0.48858485474873,0.509749225137633,0.499166666666667,0.488559945766097,0.509773914299256,20400,"erotic","pure"
0.498780487804878,0.488223947752081,0.509338115200888,0.498780487804878,0.488199859376916,0.509361883294504,20500,"erotic","pure"
0.498980582524272,0.488450766886268,0.509511302483446,0.498980582524272,0.488425646236255,0.509536156899035,20600,"erotic","pure"
0.499371980676329,0.488867241975896,0.509877273820022,0.499371980676328,0.488842486305758,0.509901866242922,20700,"erotic","pure"
0.499326923076924,0.488847729379986,0.509806708111766,0.499326923076923,0.488822836979638,0.509831426418168,20800,"erotic","pure"
0.499330143540671,0.488875772807219,0.509785099997613,0.49933014354067,0.488851266672996,0.509809433666181,20900,"erotic","pure"
0.499476190476189,0.489046879566027,0.509905957207073,0.49947619047619,0.489022294939491,0.509930407628187,21000,"erotic","pure"
0.49971563981043,0.489310476738044,0.510121049184275,0.499715639810427,0.489286518738264,0.510144934649038,21100,"erotic","pure"
0.499716981132076,0.489336495361736,0.510097710880647,0.499716981132075,0.489312535377735,0.510121599016238,21200,"erotic","pure"
0.499671361502347,0.489316333577612,0.510026671345198,0.499671361502347,0.489291431680729,0.510051490259541,21300,"erotic","pure"
0.499579439252336,0.489247620522199,0.509911617142242,0.499579439252336,0.489223867869728,0.509935264022703,21400,"erotic","pure"
0.499906976744186,0.489599250891663,0.510214781666499,0.499906976744186,0.489575462724852,0.510238546548953,21500,"erotic","pure"
0.499953703703704,0.489669762069532,0.510237684508194,0.499953703703704,0.489646166934408,0.510261268107863,21600,"erotic","pure"
0.50004608294931,0.489785712131853,0.510306414955776,0.500046082949309,0.489762343892072,0.510329794625978,21700,"erotic","pure"
0.499770642201834,0.489534952838576,0.510006523806058,0.499770642201835,0.489510646584012,0.510030773468492,21800,"erotic","pure"
0.49986301369863,0.489649876687708,0.510076265021161,0.49986301369863,0.489626488328616,0.51009961971583,21900,"erotic","pure"
0.499863636363637,0.489673536600653,0.510053849405852,0.499863636363636,0.489650448466337,0.51007690417611,22000,"erotic","pure"
0.499909502262443,0.489742508633542,0.510076570728284,0.499909502262443,0.48971947965719,0.510099577663085,22100,"erotic","pure"
0.500045045045046,0.489900825072691,0.510189227934581,0.500045045045045,0.489878004914041,0.510212059015805,22200,"erotic","pure"
0.499820627802691,0.489700105841532,0.509941296743531,0.499820627802691,0.489676520067931,0.509964839241382,22300,"erotic","pure"
0.499642857142856,0.489544250908008,0.509741754762969,0.499642857142857,0.489521515627017,0.50976440421753,22400,"erotic","pure"
0.499244444444441,0.489168697051616,0.509320805512186,0.499244444444444,0.48914578713278,0.509343534691743,22500,"erotic","pure"
0.499646017699115,0.489592961560143,0.50969936004514,0.499646017699115,0.489569647394769,0.509722589937637,22600,"erotic","pure"
0.499911894273127,0.48988002878361,0.509943830697651,0.499911894273128,0.489857708710285,0.509966129875392,22700,"erotic","pure"
0.500043859649122,0.490033284594215,0.510054399542183,0.500043859649123,0.490011752792933,0.510075941704745,22800,"erotic","pure"
0.500043668122271,0.490054995357599,0.510032306031663,0.500043668122271,0.490033532414956,0.510053779245295,22900,"erotic","pure"
0.500130434782609,0.490164118255623,0.510096647664615,0.500130434782609,0.490142102532119,0.510118693920612,23000,"erotic","pure"
0.500259740259741,0.490315069249025,0.510204205775465,0.50025974025974,0.490293058443895,0.51022627711477,23100,"erotic","pure"
