"probability_of_success_mixmod","CI_lb_mixmod","CI_ub_mixmod","probability_of_success_binom","CI_lb_binom","CI_ub_binom","trial_number","reward_type"
0.497301616923811,0.486729660897818,0.507875986276206,0.497291666666667,0.487239929374117,0.507345048040311,9600,"erotic"
0.496788574701379,0.486300452985137,0.507279523368149,0.49680412371134,0.486804787799709,0.506805379599623,9700,"erotic"
0.496844640110446,0.486386832146322,0.507305209619899,0.496836734693878,0.486888777380683,0.506786572937946,9800,"erotic"
0.496877165913697,0.486485915442231,0.507271114772116,0.496868686868687,0.486971325664194,0.506767891137039,9900,"erotic"
0.497718118936022,0.487333795976762,0.508104410827416,0.4977,0.487852154336237,0.507549185842998,10000,"erotic"
0.497840664978827,0.487521151451837,0.508162018489592,0.497821782178218,0.488022995419959,0.507621825548411,10100,"erotic"
0.497666575600063,0.487442403547276,0.507892699439655,0.497647058823529,0.487896716283199,0.507398745423531,10200,"erotic"
0.496906498319015,0.486699319431405,0.507116256365791,0.496893203883495,0.487190824008692,0.50659734115497,10300,"erotic"
0.497250938908659,0.487094226114883,0.507409920997001,0.497211538461538,0.487556009617507,0.506868629418276,10400,"erotic"
0.497076729915872,0.486973294836416,0.507182552886423,0.497047619047619,0.487438456249368,0.506658419986257,10500,"erotic"
0.498179303081976,0.488112140107708,0.508247942480901,0.49811320754717,0.488549297102904,0.507678154978671,10600,"erotic"
0.498342438787175,0.488303590077244,0.508382624061761,0.498317757009346,0.488798780314177,0.507837649603168,10700,"erotic"
0.498735076505873,0.488746501613396,0.508724661134689,0.498703703703704,0.489228976725271,0.508179129896743,10800,"erotic"
0.49873957324365,0.488798382138506,0.50868176097142,0.498715596330275,0.489284628241899,0.508147250842998,10900,"erotic"
0.499130543878428,0.489230035443789,0.509031734155263,0.499090909090909,0.489702989025478,0.508479310571876,11000,"erotic"
0.499029356679327,0.489193404356339,0.508866060309074,0.499009009009009,0.48966369074892,0.50835484731323,11100,"erotic"
0.49838001560425,0.488601754571916,0.50815951595719,0.498392857142857,0.489089732767259,0.507696817348732,11200,"erotic"
0.498334470825082,0.488628209063852,0.508041988058859,0.498318584070796,0.489056925355928,0.507581109481413,11300,"erotic"
0.498063740256096,0.488402889188512,0.507726037282375,0.498070175438596,0.488849490394065,0.507291846470604,11400,"erotic"
0.498196600261702,0.488573636995477,0.507820899709856,0.498173913043478,0.488993551623863,0.507355199311694,11500,"erotic"
0.49839135958518,0.488822711683892,0.507961185928133,0.498362068965517,0.489221481231507,0.507503479081166,11600,"erotic"
0.497955107370199,0.488440976332738,0.507470719470957,0.497948717948718,0.488847580713926,0.507050876273943,11700,"erotic"
0.497636066029102,0.48815956296131,0.50711426776719,0.497627118644068,0.488564903113558,0.50669050531171,11800,"erotic"
0.49731275879873,0.487887252537771,0.506740175381639,0.497310924369748,0.488287139148238,0.506336025600597,11900,"erotic"
0.496815867276868,0.487448599918207,0.506185370411265,0.496833333333333,0.487847556035549,0.505820647416926,12000,"erotic"
0.496952788966144,0.487640443652794,0.506267248865721,0.496942148760331,0.487993702641607,0.505892066556566,12100,"erotic"
0.496951539149,0.487674046124171,0.506231131820912,0.496967213114754,0.488055666310505,0.505880207534744,12200,"erotic"
0.497604920501927,0.488335862629982,0.506875624898429,0.497560975609756,0.488685686640361,0.506437419286525,12300,"erotic"
0.497355796106301,0.488146434309125,0.506566952392308,0.497338709677419,0.48849950689197,0.506179162207546,12400,"erotic"
0.497373867193677,0.488239900288132,0.506509587256463,0.49736,0.488556369588322,0.506164860211916,12500,"erotic"
0.49706309772276,0.487957703239628,0.506170440636405,0.497063492063492,0.488295112809839,0.505833228353095,12600,"erotic"
0.496757949327989,0.487693837691846,0.505824192441136,0.496771653543307,0.488038108434194,0.505506678773725,12700,"erotic"
0.496718032902117,0.487671926424268,0.505766288543581,0.49671875,0.488019549225541,0.505419443364463,12800,"erotic"
0.496670884754369,0.487650663829625,0.505693273267267,0.496666666666667,0.488001408803053,0.505333429024787,12900,"erotic"
0.49740561639041,0.488428940403279,0.506383965192468,0.497384615384615,0.488752655181287,0.506017746931419,13000,"erotic"
0.497175715678371,0.488226947256236,0.506126293883988,0.497175572519084,0.488576825860506,0.505775574461095,13100,"erotic"
0.496885675148206,0.487981408341516,0.505791917847966,0.496893939393939,0.488328052114141,0.505461196638449,13200,"erotic"
0.497458832340349,0.488602886892417,0.506316372501476,0.497443609022556,0.488909945491039,0.505978391579159,13300,"erotic"
0.497086183319825,0.488248943057958,0.50592524449707,0.497089552238806,0.488588032121502,0.505592336830754,13400,"erotic"
0.497272061425305,0.488485033762021,0.506060774495544,0.497259259259259,0.488789361872507,0.505730338544873,13500,"erotic"
0.497129449534471,0.488372705326573,0.505887955078163,0.497132352941176,0.488693819564829,0.50557211382469,13600,"erotic"
0.496938532398371,0.488236265014434,0.505642654993517,0.496934306569343,0.488526815077071,0.505343100738234,13700,"erotic"
0.497190550197518,0.488538006269257,0.50584477717598,0.497173913043478,0.488796988976856,0.505552029247175,13800,"erotic"
0.497636149944009,0.489026087409364,0.506247614656016,0.497625899280576,0.489279151332635,0.505973641478254,13900,"erotic"
0.497208567892886,0.488655372031568,0.5057633978232,0.497214285714286,0.488897642976841,0.505532086725391,14000,"erotic"
0.496735683169228,0.488221290084007,0.505251969926527,0.496737588652482,0.488450755233725,0.50502576890453,14100,"erotic"
0.496117674160838,0.487614526029155,0.504623068668058,0.49612676056338,0.487869471777498,0.504385637061981,14200,"erotic"
0.49636723514657,0.487916382693367,0.504820163745911,0.496363636363636,0.488135307664232,0.504593445223963,14300,"erotic"
0.496458698489239,0.488035510260572,0.504883897344134,0.496458333333333,0.48825870849823,0.504659389745363,14400,"erotic"
0.496686594940532,0.488260610657022,0.5051144616673,0.496689655172414,0.488518393859686,0.50486224530663,14500,"erotic"
0.496847021814589,0.488457565055319,0.505238254348376,0.496849315068493,0.488706147952925,0.504993738230007,14600,"erotic"
0.496396028343256,0.488011147503109,0.504782936832121,0.496394557823129,0.48827938502433,0.504511158156723,14700,"erotic"
0.496975172318752,0.488624090413057,0.50532794225298,0.496959459459459,0.488871685448814,0.505048429182491,14800,"erotic"
0.497191012340372,0.488877028264636,0.505506550065617,0.497181208053691,0.489120662439136,0.505242854717206,14900,"erotic"
0.497476258872461,0.489178115201676,0.505775793073766,0.497466666666667,0.489433060074053,0.505501256190805,15000,"erotic"
0.497825886347152,0.489558048496952,0.506094913320411,0.497814569536424,0.489807619487165,0.505822361900835,15100,"erotic"
0.498236112131513,0.490000787600146,0.506472393809068,0.498223684210526,0.490243115291673,0.506204933246353,15200,"erotic"
0.497840180969366,0.489654947993607,0.506026571759591,0.497843137254902,0.489888889492584,0.505798205426657,15300,"erotic"
0.497402475523081,0.48924278526749,0.505563549607425,0.497402597402597,0.489474433972069,0.505331742379307,15400,"erotic"
0.497018608818438,0.488903819820931,0.505134968767969,0.497032258064516,0.489129911627224,0.504935718743265,15500,"erotic"
0.497638375806823,0.489552768790491,0.505725218207445,0.497628205128205,0.489751163810959,0.505506131214943,15600,"erotic"
0.497840301382447,0.489787284628963,0.505894438783044,0.497834394904459,0.489982523511027,0.505687068991927,15700,"erotic"
0.498174915549223,0.49014070653742,0.506210067136074,0.498164556962025,0.490337586797507,0.505992203127214,15800,"erotic"
0.498183851115456,0.490164248318575,0.506204388464376,0.498176100628931,0.490373874123643,0.505978994647641,15900,"erotic"
0.497364198154726,0.489369718031231,0.505360026211784,0.497375,0.489597487890942,0.505153466790787,16000,"erotic"
0.497462882710248,0.489498495209417,0.505428557916995,0.497453416149068,0.489700166723073,0.505207585970527,16100,"erotic"
0.497851238170166,0.489886053296701,0.505817513824415,0.49783950617284,0.490110216905307,0.505569571461444,16200,"erotic"
0.497785454886043,0.489838835934877,0.505733192782786,0.497791411042945,0.490085969304679,0.505497641198244,16300,"erotic"
0.497618272682711,0.489692097102982,0.505545645512456,0.497621951219512,0.489940168216055,0.505304577944025,16400,"erotic"
0.497396850475904,0.489505223290246,0.505289774856889,0.497393939393939,0.489735614941963,0.505053182846688,16500,"erotic"
0.497610105691817,0.489739665116525,0.505481730786159,0.497590361445783,0.48995517601092,0.505226391483426,16600,"erotic"
0.497733451980684,0.489894958256865,0.505573059975427,0.497724550898204,0.49011231213349,0.505337582443105,16700,"erotic"
0.49799041891816,0.490186124142709,0.505795693013014,0.49797619047619,0.490386665549472,0.505566416302789,16800,"erotic"
0.497994041204665,0.490229367120755,0.505759682941396,0.497988165680473,0.490421209117859,0.505555814862564,16900,"erotic"
0.498357791599504,0.490629630375136,0.506086737552298,0.498352941176471,0.490808273368938,0.505898172677457,17000,"erotic"
0.498721009143349,0.491014676127664,0.506427949860184,0.498713450292398,0.491190879968071,0.506236458347347,17100,"erotic"
0.498311403352104,0.490639639101069,0.505983962766521,0.498313953488372,0.490813449408193,0.505815027878969,17200,"erotic"
0.497974648248326,0.490317732154732,0.505632514419859,0.497976878612717,0.490498239008466,0.505456198578615,17300,"erotic"
0.498103840864204,0.490466025716133,0.505742541045598,0.498103448275862,0.490646380373181,0.505561150301183,17400,"erotic"
0.497883492932216,0.490282281431215,0.50548568288409,0.497885714285714,0.49045011003439,0.5053220214108,17500,"erotic"
0.497789509346101,0.49019875025233,0.505381287537705,0.497784090909091,0.490369741029196,0.505199173250675,17600,"erotic"
0.498085101307945,0.490511498289097,0.505659583142125,0.498079096045198,0.490685730065155,0.505473093377892,17700,"erotic"
0.498544636386255,0.491003546893913,0.506086388051647,0.498539325842697,0.491166734416444,0.505912394652003,17800,"erotic"
0.498327072987886,0.490824673667651,0.5058302256911,0.498324022346369,0.490972173336014,0.505676416038614,17900,"erotic"
0.498562216303483,0.491079653995623,0.506045422669667,0.498555555555556,0.491224182766961,0.505887395164965,18000,"erotic"
0.498062344741292,0.490610355247735,0.50551519516449,0.498066298342541,0.490755381950815,0.505377836213986,18100,"erotic"
0.497580981089989,0.490145217799754,0.505017814550855,0.497582417582418,0.490291793931077,0.504873813950292,18200,"erotic"
0.497547485612168,0.490124208657867,0.504971843917221,0.497540983606557,0.490270387723335,0.504812361144431,18300,"erotic"
0.497720891926083,0.490329724014967,0.505113056041928,0.497717391304348,0.49046660986992,0.504968894365397,18400,"erotic"
0.497240912605807,0.489869645830993,0.504613378945097,0.497243243243243,0.490012263807858,0.504475089480818,18500,"erotic"
0.497527221620711,0.490174052821618,0.504881460208625,0.49752688172043,0.490315369756786,0.504739167111611,18600,"erotic"
0.498293927806678,0.490949549189888,0.505639042708716,0.498288770053476,0.491096470087781,0.505481602309893,18700,"erotic"
0.498247359826859,0.490923215220456,0.505572256656088,0.498244680851064,0.491071611665638,0.505418293130326,18800,"erotic"
0.498313049972845,0.490999698380362,0.505627123458478,0.498306878306878,0.491152865118939,0.505461412566589,18900,"erotic"
0.498481463513779,0.491191619932995,0.505771952740031,0.498473684210526,0.491338555453274,0.505609280225575,19000,"erotic"
0.498433686646864,0.491163987522824,0.505704048056541,0.498429319371728,0.491312967967076,0.505546149092381,19100,"erotic"
0.498280196943678,0.491040423102737,0.505520692003526,0.49828125,0.491183549363507,0.505379471311277,19200,"erotic"
0.498137342610187,0.490907409153579,0.505368055079224,0.498134715025907,0.491055519950815,0.505214472232157,19300,"erotic"
0.497726442754922,0.490514292733581,0.504939538994554,0.497731958762887,0.49067118005887,0.504793417443165,19400,"erotic"
0.497898785157084,0.490701766361812,0.505096674767426,0.497897435897436,0.490854813047804,0.504940685871841,19500,"erotic"
0.497755059516075,0.49058431331246,0.504926729328808,0.497755102040816,0.490730560099166,0.504780310136544,19600,"erotic"
0.497514047435146,0.490378474505473,0.50465063313964,0.49751269035533,0.490506113283236,0.50452000175977,19700,"erotic"
0.497836493215392,0.490710829746556,0.504963035626925,0.497828282828283,0.49083941559305,0.504817787977331,19800,"erotic"
0.498101983014206,0.490979699211393,0.505225037155974,0.498090452261307,0.491119174338042,0.50506228826439,19900,"erotic"
0.498254088916712,0.49115782498156,0.505351056280384,0.49825,0.491296200723759,0.505204308163887,20000,"erotic"
0.498362101175239,0.491273753339056,0.505451107445197,0.498358208955224,0.491421767896271,0.505295125054745,20100,"erotic"
0.498571992336186,0.491500347800999,0.505644208218436,0.498564356435644,0.491645126489295,0.505483999714142,20200,"erotic"
0.498021030002381,0.490965814688518,0.505077033459308,0.498029556650246,0.491127550168176,0.504932127636214,20300,"erotic"
0.498088710751747,0.491068457132926,0.505109718029717,0.498088235294118,0.491203212356952,0.504973803233701,20400,"erotic"
0.498198105666703,0.491201906595904,0.505195010393545,0.49819512195122,0.491326948717454,0.505063807200736,20500,"erotic"
0.498646323235212,0.491671050884107,0.505622122528894,0.498640776699029,0.491789268432548,0.505492668679914,20600,"erotic"
0.498698986724099,0.491734557894168,0.505663920421219,0.498695652173913,0.491860759914784,0.505530910872994,20700,"erotic"
0.498753465406633,0.491821799657498,0.505685610339724,0.49875,0.491931603699637,0.505568745779849,20800,"erotic"
0.498661922418565,0.491755312826994,0.505569042675399,0.49866028708134,0.491858293031782,0.505462653896449,20900,"erotic"
0.498425794918121,0.491532425467917,0.50531976285766,0.498428571428571,0.491642887693171,0.505214690315987,21000,"erotic"
0.498347617303253,0.491468800237435,0.505227059933985,0.498341232227488,0.491571717220565,0.505111204390123,21100,"erotic"
0.49873644290492,0.491879721799863,0.50559363929125,0.49872641509434,0.491972870204768,0.505480309324022,21200,"erotic"
0.498971024482916,0.492114065188582,0.505828370842806,0.498967136150235,0.492229476053884,0.505705078224643,21300,"erotic"
0.498929578826676,0.492101091848367,0.50575846512496,0.49892523364486,0.492203393705175,0.505647365628076,21400,"erotic"
0.499124070037758,0.492308428316182,0.505940037292281,0.499116279069767,0.492410110851408,0.505822686300001,21500,"erotic"
0.499165006018465,0.492336935479567,0.50599338800881,0.499166666666667,0.492476083792154,0.505857473879426,21600,"erotic"
0.49889906639344,0.492052656542752,0.505745889106401,0.49889400921659,0.492218955075465,0.505569359721853,21700,"erotic"
0.498859719838404,0.49203037577075,0.505689489395568,0.498853211009174,0.492193541610238,0.505513186291915,21800,"erotic"
0.498863290926685,0.492044939140327,0.505682065505563,0.498858447488584,0.492214049612238,0.505503148458594,21900,"erotic"
0.498821557686976,0.492023774278795,0.505619776770725,0.498818181818182,0.492188958406447,0.505447717585095,22000,"erotic"
0.499012189474404,0.492232493676648,0.505792248524997,0.499004524886878,0.492390336206076,0.505618975479157,22100,"erotic"
0.499014564528996,0.492245270839443,0.505784219486766,0.499009009009009,0.492409782218846,0.505608495353832,22200,"erotic"
0.498791616357166,0.49205119139393,0.505532480558718,0.498789237668161,0.492204907503636,0.505373883523446,22300,"erotic"
0.498571877922918,0.491857906740511,0.50528636415738,0.498571428571429,0.492001895840844,0.50514133211722,22400,"erotic"
0.499211615973838,0.492508451779164,0.505915063573153,0.4992,0.492645030517185,0.505755176214405,22500,"erotic"
0.499389460335544,0.492704185107711,0.50607495386516,0.499380530973451,0.492840100460076,0.505921120856744,22600,"erotic"
0.499654549131682,0.492984839665702,0.506324381539109,0.499647577092511,0.493121578087189,0.506173666364895,22700,"erotic"
0.499653602072063,0.49300994596261,0.506297380498782,0.499649122807018,0.493137497333785,0.506160837756381,22800,"erotic"
0.499649915530299,0.493005355008509,0.506294599704803,0.499650655021834,0.493153308630396,0.50614809010882,22900,"erotic"
0.499875695511868,0.493253432711321,0.50649800192306,0.499869565217391,0.493386375666761,0.506352787739947,23000,"erotic"
0.500268484824796,0.493659360895137,0.506877514935307,0.50025974025974,0.493790595837381,0.506728819308566,23100,"erotic"
0.500222528563174,0.493632162231571,0.50681281757513,0.500215517241379,0.493760380466258,0.506670600007681,23200,"erotic"
0.50039504845818,0.493824724668701,0.506965235819142,0.500386266094421,0.493945021257434,0.5068274145491,23300,"erotic"
0.500305946217997,0.493758976306245,0.506852811221662,0.500299145299145,0.493871733067667,0.506726483206636,23400,"erotic"
0.500561162955939,0.494033170443166,0.507088964163812,0.500553191489362,0.494139484595493,0.506966761526439,23500,"erotic"
0.500470667228781,0.493956467544185,0.506984707135806,0.500466101694915,0.494066050949171,0.50686603761909,23600,"erotic"
0.500553568295232,0.494059334134409,0.507047615686912,0.500548523206751,0.49416202328376,0.506934888575447,23700,"erotic"
0.50093512376868,0.494455669596414,0.507414263878219,0.500924369747899,0.4945513051305,0.507297208569531,23800,"erotic"
0.500669567416309,0.494205642355833,0.507133268675454,0.500669456066946,0.494309806826121,0.507028942465422,23900,"erotic"
0.500544613758829,0.494098662485945,0.506990384005714,0.500541666666667,0.494195336403153,0.506887865722209,24000,"erotic"
0.50076011028836,0.494318945443339,0.507201022855358,0.500746887966805,0.494413758614391,0.50707983715275,24100,"erotic"
0.500831625914306,0.494407230478509,0.507255746772462,0.500826446280992,0.494506449158247,0.507146244871502,24200,"erotic"
0.50107595163472,0.494667239324496,0.507484310434421,0.501069958847737,0.494762997282823,0.507376664442802,24300,"erotic"
